Направление расходов,Наименование вида расходов,Вид объекта,Дата проведения,Конечный остаток
"Калинина, 261",ВО,Здание,11.06.2020,81.9
"Калинина, 261",ВО,Здание,14.07.2020,458.64
"Калинина, 261",ВО,Здание,12.08.2020,892.2
"Калинина, 261",ВО,Здание,12.08.2020,223.2
"Калинина, 261",ВО,Здание,12.08.2020,440.72
"Калинина, 261",ВО,Здание,09.09.2020,410.41
"Калинина, 261",ВО,Здание,09.09.2020,205.34
"Калинина, 261",ВО,Здание,01.10.2020,276.77
"Калинина, 261",ВО,Здание,02.10.2020,553.16
"Калинина, 261",ВО,Здание,11.11.2020,642.38
"Калинина, 261",ВО,Здание,11.11.2020,321.41
"Калинина, 261",ВО,Здание,11.12.2020,660.23
"Калинина, 261",ВО,Здание,15.12.2020,330.34
"Мордовцева, 6",ВО,Здание,10.02.2020,212.94
"Мордовцева, 6",ВО,Здание,06.03.2020,180.18
"Мордовцева, 6",ВО,Здание,09.04.2020,163.8
"Мордовцева, 6",ВО,Здание,14.05.2020,163.8
"Мордовцева, 6",ВО,Здание,08.06.2020,180.18
"Мордовцева, 6",ВО,Здание,10.07.2020,98.28
"Мордовцева, 6",ВО,Здание,10.08.2020,81.9
"Мордовцева, 6",ВО,Здание,09.09.2020,107.06
"Мордовцева, 6",ВО,Здание,05.10.2020,249.82
"Мордовцева, 6",ВО,Здание,09.11.2020,124.91
"Мордовцева, 6",ВО,Здание,11.12.2020,71.38
"Светланская, 69",ВО,Здание,27.01.2020,933.66
"Светланская, 69",ВО,Здание,27.02.2020,1261.26
"Светланская, 69",ВО,Здание,10.04.2020,1031.94
"Светланская, 69",ВО,Здание,22.04.2020,819.0
"Светланская, 69",ВО,Здание,27.05.2020,360.36
"Светланская, 69",ВО,Здание,29.06.2020,311.22
"Светланская, 69",ВО,Здание,30.07.2020,409.5
"Светланская, 69",ВО,Здание,20.08.2020,487.92
"Светланская, 69",ВО,Здание,30.09.2020,517.47
"Светланская, 69",ВО,Здание,27.10.2020,2061.17
"Светланская, 69",ВО,Здание,04.12.2020,2186.1
"Светланская, 69",ВО,Здание,30.12.2020,2748.24
"Светланская, 71",ВО,Здание,27.01.2020,798.53
"Светланская, 71",ВО,Здание,05.03.2020,1256.35
"Светланская, 71",ВО,Здание,13.04.2020,936.94
"Светланская, 71",ВО,Здание,14.05.2020,447.17
"Светланская, 71",ВО,Здание,11.06.2020,298.12
"Светланская, 71",ВО,Здание,14.07.2020,617.53
"Светланская, 71",ВО,Здание,12.08.2020,1395.16
"Светланская, 71",ВО,Здание,09.09.2020,985.89
"Светланская, 71",ВО,Здание,02.10.2020,1009.08
"Светланская, 71",ВО,Здание,11.11.2020,951.09
"Светланская, 71",ВО,Здание,11.12.2020,974.28
"Светланская, 71",ВО,пристройка,27.01.2020,429.97
"Светланская, 71",ВО,пристройка,05.03.2020,676.49
"Светланская, 71",ВО,пристройка,13.04.2020,504.5
"Светланская, 71",ВО,пристройка,14.05.2020,240.79
"Светланская, 71",ВО,пристройка,11.06.2020,160.52
"Светланская, 71",ВО,пристройка,14.07.2020,332.51
"Светланская, 71",ВО,пристройка,12.08.2020,751.25
"Светланская, 71",ВО,пристройка,09.09.2020,530.86
"Светланская, 71",ВО,пристройка,02.10.2020,543.35
"Светланская, 71",ВО,пристройка,11.11.2020,512.13
"Светланская, 71",ВО,пристройка,11.12.2020,524.61
"Светланская, 73 А",ВО,Здание,27.01.2020,196.56
"Светланская, 73 А",ВО,Здание,05.03.2020,278.46
"Светланская, 73 А",ВО,Здание,13.04.2020,245.7
"Светланская, 73 А",ВО,Здание,14.05.2020,49.14
"Светланская, 73 А",ВО,Здание,11.06.2020,65.52
"Светланская, 73 А",ВО,Здание,14.07.2020,98.28
"Светланская, 73 А",ВО,Здание,12.08.2020,352.57
"Светланская, 73 А",ВО,Здание,09.09.2020,249.82
"Светланская, 73 А",ВО,Здание,09.09.2020,124.99
"Светланская, 73 А",ВО,Здание,01.10.2020,196.42
"Светланская, 73 А",ВО,Здание,02.10.2020,392.58
"Светланская, 73 А",ВО,Здание,11.11.2020,267.66
"Светланская, 73 А",ВО,Здание,11.11.2020,133.92
"Светланская, 73 А",ВО,Здание,11.12.2020,196.28
"Светланская, 73 А",ВО,Здание,15.12.2020,98.21
"Фонтанная, 19",ВО,Здание,27.01.2020,16.38
"Фонтанная, 19",ВО,Здание,05.03.2020,32.76
"Фонтанная, 19",ВО,Здание,13.04.2020,16.38
"Фонтанная, 19",ВО,Здание,11.06.2020,32.76
"Фонтанная, 19",ВО,Здание,14.07.2020,16.38
"Фонтанная, 19",ВО,Здание,12.08.2020,35.69
"Фонтанная, 19",ВО,Здание,12.08.2020,8.93
"Фонтанная, 19",ВО,Здание,12.08.2020,17.63
"Фонтанная, 19",ВО,Здание,09.09.2020,35.68
"Фонтанная, 19",ВО,Здание,09.09.2020,71.38
"Фонтанная, 19",ВО,Здание,09.09.2020,17.86
"Фонтанная, 19",ВО,Здание,01.10.2020,8.93
"Фонтанная, 19",ВО,Здание,01.10.2020,35.69
"Фонтанная, 19",ВО,Здание,02.10.2020,17.84
"Фонтанная, 19",ВО,Здание,11.11.2020,53.53
"Фонтанная, 19",ВО,Здание,11.11.2020,26.79
"Фонтанная, 19",ВО,Здание,11.11.2020,107.06
"Фонтанная, 19",ВО,Здание,07.12.2020,-42.38
"Фонтанная, 19",ВО,Здание,11.12.2020,71.38
"Фонтанная, 19",ВО,Здание,15.12.2020,35.72
"Фонтанная, 19",ВО,Здание,16.12.2020,142.75
"Светланская,111",ХВС,Здание,05.03.2020,157.86
"Светланская,111",ХВС,Здание,13.04.2020,252.58
"Светланская,111",ХВС,Здание,14.05.2020,157.86
"Светланская,111",ХВС,Здание,11.06.2020,126.29
"Светланская,111",ХВС,Здание,14.07.2020,157.89
"Светланская,111",ХВС,Здание,12.08.2020,458.92
"Светланская,111",ХВС,Здание,09.09.2020,593.78
"Светланская,111",ХВС,Здание,02.10.2020,1418.48
"Светланская,111",ХВС,Здание,11.11.2020,1286.53
"Светланская,111",ХВС,Здание,11.12.2020,1319.52
"Находка, Находкинский пр-т, 13",ХВС,Здание,16.01.2020,1010.4
"Находка, Находкинский пр-т, 13",ХВС,Здание,10.02.2020,929.57
"Находка, Находкинский пр-т, 13",ХВС,Здание,05.03.2020,1050.82
"Находка, Находкинский пр-т, 13",ХВС,Здание,08.04.2020,1091.23
"Находка, Находкинский пр-т, 13",ХВС,Здание,20.05.2020,889.15
"Находка, Находкинский пр-т, 13",ХВС,Здание,19.06.2020,929.57
"Находка, Находкинский пр-т, 13",ХВС,Здание,10.07.2020,646.66
"Находка, Находкинский пр-т, 13",ХВС,Здание,07.08.2020,532.74
"Находка, Находкинский пр-т, 13",ХВС,Здание,11.09.2020,901.56
"Находка, Находкинский пр-т, 13",ХВС,Здание,08.10.2020,1065.48
"Находка, Находкинский пр-т, 13",ХВС,Здание,11.11.2020,808.12
"Находка, Находкинский пр-т, 13",ХВС,Здание,10.12.2020,860.58
"Некрасова,102",ХВС,Здание,21.01.2020,1593.65
"Некрасова,102",ХВС,Здание,13.02.2020,1365.98
"Некрасова,102",ХВС,Здание,11.03.2020,1403.93
"Некрасова,102",ХВС,Здание,09.04.2020,1290.1
"Некрасова,102",ХВС,Здание,15.05.2020,1479.82
"Некрасова,102",ХВС,Здание,11.06.2020,1403.93
"Некрасова,102",ХВС,Здание,08.07.2020,1517.76
"Некрасова,102",ХВС,Здание,10.08.2020,1360.8
"Некрасова,102",ХВС,Здание,08.09.2020,1205.28
"Некрасова,102",ХВС,Здание,02.10.2020,1710.72
"Некрасова,102",ХВС,Здание,09.11.2020,1632.96
"Некрасова,102",ХВС,Здание,09.12.2020,894.24
"Некрасова,102",ХВС,большой гараж,21.01.2020,113.83
"Некрасова,102",ХВС,большой гараж,13.02.2020,75.89
"Некрасова,102",ХВС,большой гараж,11.03.2020,75.89
"Некрасова,102",ХВС,большой гараж,09.04.2020,113.83
"Некрасова,102",ХВС,большой гараж,15.05.2020,37.94
"Некрасова,102",ХВС,большой гараж,11.06.2020,569.16
"Некрасова,102",ХВС,большой гараж,08.07.2020,151.78
"Некрасова,102",ХВС,большой гараж,08.09.2020,155.52
"Некрасова,102",ХВС,большой гараж,02.10.2020,38.88
"Некрасова,102",ХВС,большой гараж,09.11.2020,116.64
"Некрасова,102",ХВС,большой гараж,09.12.2020,77.76
"Океанский пр-т, 34",ХВС,Здание,27.01.2020,4325.36
"Океанский пр-т, 34",ХВС,Здание,05.03.2020,5777.68
"Океанский пр-т, 34",ХВС,Здание,13.04.2020,5525.1
"Океанский пр-т, 34",ХВС,Здание,14.05.2020,2936.2
"Океанский пр-т, 34",ХВС,Здание,11.06.2020,2841.48
"Океанский пр-т, 34",ХВС,Здание,14.07.2020,3283.52
"Океанский пр-т, 34",ХВС,Здание,12.08.2020,3376.31
"Океанский пр-т, 34",ХВС,Здание,09.09.2020,2803.98
"Океанский пр-т, 34",ХВС,Здание,02.10.2020,3793.62
"Океанский пр-т, 34",ХВС,Здание,11.11.2020,3562.7
"Океанский пр-т, 34",ХВС,Здание,11.12.2020,2968.92
"Пушкина,59",ХВС,Здание,27.01.2020,31.74
"Пушкина,59",ХВС,Здание,05.03.2020,63.48
"Пушкина,59",ХВС,Здание,13.04.2020,31.74
"Пушкина,59",ХВС,Здание,14.07.2020,63.48
"Пушкина,59",ХВС,Здание,12.08.2020,31.79
"Пушкина,59",ХВС,Здание,29.09.2020,129.7
"Пушкина,59",ХВС,Здание,12.11.2020,64.85
"Пушкина,59",ХВС,Здание,11.12.2020,194.54
"Калинина, 261",ХВС,Здание,27.01.2020,852.45
"Калинина, 261",ХВС,Здание,05.03.2020,1041.88
"Калинина, 261",ХВС,Здание,13.04.2020,852.44
"Калинина, 261",ХВС,Здание,14.05.2020,157.86
"Калинина, 261",ХВС,Здание,11.06.2020,157.86
"Калинина, 261",ХВС,Здание,14.07.2020,694.6
"Калинина, 261",ХВС,Здание,12.08.2020,819.5
"Калинина, 261",ХВС,Здание,09.09.2020,758.72
"Калинина, 261",ХВС,Здание,02.10.2020,1022.63
"Калинина, 261",ХВС,Здание,11.11.2020,1154.58
"Калинина, 261",ХВС,Здание,11.12.2020,1220.55
"Мордовцева,6",ХВС,Здание,10.02.2020,410.44
"Мордовцева,6",ХВС,Здание,06.03.2020,347.3
"Мордовцева,6",ХВС,Здание,09.04.2020,315.72
"Мордовцева,6",ХВС,Здание,14.05.2020,315.72
"Мордовцева,6",ХВС,Здание,08.06.2020,347.29
"Мордовцева,6",ХВС,Здание,10.07.2020,189.43
"Мордовцева,6",ХВС,Здание,10.08.2020,157.86
"Мордовцева,6",ХВС,Здание,09.09.2020,197.93
"Мордовцева,6",ХВС,Здание,05.10.2020,461.83
"Мордовцева,6",ХВС,Здание,09.11.2020,230.91
"Мордовцева,6",ХВС,Здание,11.12.2020,131.95
"Светланская, 69",ХВС,Здание,27.01.2020,1799.6
"Светланская, 69",ХВС,Здание,27.02.2020,2431.04
"Светланская, 69",ХВС,Здание,10.04.2020,1989.04
"Светланская, 69",ХВС,Здание,22.04.2020,1578.6
"Светланская, 69",ХВС,Здание,27.05.2020,694.58
"Светланская, 69",ХВС,Здание,29.06.2020,599.87
"Светланская, 69",ХВС,Здание,30.07.2020,789.3
"Светланская, 69",ХВС,Здание,20.08.2020,912.34
"Светланская, 69",ХВС,Здание,30.09.2020,956.65
"Светланская, 69",ХВС,Здание,27.10.2020,1088.6
"Светланская, 69",ХВС,Здание,04.12.2020,1154.58
"Светланская, 69",ХВС,Здание,30.12.2020,1451.47
"Светланская, 71",ХВС,Здание,27.01.2020,1539.14
"Светланская, 71",ХВС,Здание,05.03.2020,2421.57
"Светланская, 71",ХВС,Здание,13.04.2020,1805.92
"Светланская, 71",ХВС,Здание,14.05.2020,861.91
"Светланская, 71",ХВС,Здание,11.06.2020,574.61
"Светланская, 71",ХВС,Здание,14.07.2020,85.32
"Светланская, 71",ХВС,Здание,12.08.2020,2596.73
"Светланская, 71",ХВС,Здание,09.09.2020,1822.59
"Светланская, 71",ХВС,Здание,02.10.2020,1865.47
"Светланская, 71",ХВС,Здание,11.11.2020,1659.3
"Светланская, 71",ХВС,Здание,11.12.2020,1801.14
"Светланская, 71",ХВС,пристройка,27.01.2020,828.77
"Светланская, 71",ХВС,пристройка,05.03.2020,1303.93
"Светланская, 71",ХВС,пристройка,13.04.2020,972.42
"Светланская, 71",ХВС,пристройка,14.05.2020,464.11
"Светланская, 71",ХВС,пристройка,11.06.2020,309.41
"Светланская, 71",ХВС,пристройка,14.07.2020,9.51
"Светланская, 71",ХВС,пристройка,12.08.2020,1398.24
"Светланская, 71",ХВС,пристройка,09.09.2020,981.39
"Светланская, 71",ХВС,пристройка,02.10.2020,1004.48
"Светланская, 71",ХВС,пристройка,11.11.2020,946.75
"Светланская, 71",ХВС,пристройка,11.12.2020,969.85
"Светланская, 73 А",ХВС,Здание,27.01.2020,378.86
"Светланская, 73 А",ХВС,Здание,05.03.2020,536.72
"Светланская, 73 А",ХВС,Здание,13.04.2020,473.58
"Светланская, 73 А",ХВС,Здание,14.05.2020,94.72
"Светланская, 73 А",ХВС,Здание,11.06.2020,126.29
"Светланская, 73 А",ХВС,Здание,14.07.2020,31.58
"Светланская, 73 А",ХВС,Здание,12.08.2020,655.6
"Светланская, 73 А",ХВС,Здание,09.09.2020,461.83
"Светланская, 73 А",ХВС,Здание,02.10.2020,725.74
"Светланская, 73 А",ХВС,Здание,11.11.2020,494.82
"Светланская, 73 А",ХВС,Здание,11.12.2020,362.87
"Фонтанная, 19",ХВС,Здание,27.01.2020,31.57
"Фонтанная, 19",ХВС,Здание,05.03.2020,63.14
"Фонтанная, 19",ХВС,Здание,13.04.2020,31.57
"Фонтанная, 19",ХВС,Здание,11.06.2020,63.14
"Фонтанная, 19",ХВС,Здание,14.07.2020,31.57
"Фонтанная, 19",ХВС,Здание,12.08.2020,32.78
"Фонтанная, 19",ХВС,Здание,09.09.2020,65.98
"Фонтанная, 19",ХВС,Здание,02.10.2020,32.99
"Фонтанная, 19",ХВС,Здание,11.11.2020,98.96
"Фонтанная, 19",ХВС,Здание,07.12.2020,-80.63
"Фонтанная, 19",ХВС,Здание,11.12.2020,131.95
Горького 7,ЭЭ,генератор,04.03.2020,39723.3
Горького 7,ЭЭ,генератор,06.04.2020,11553.9
Горького 7,ЭЭ,генератор,08.05.2020,7831.8
Горького 7,ЭЭ,генератор,02.06.2020,5882.4
Горького 7,ЭЭ,генератор,07.07.2020,6013.5
Горького 7,ЭЭ,генератор,10.08.2020,4699.8
Горького 7,ЭЭ,генератор,03.09.2020,6741.0
Горького 7,ЭЭ,генератор,02.10.2020,6570.9
Горького 7,ЭЭ,генератор,24.11.2020,5588.1
Горького 7,ЭЭ,генератор,03.12.2020,10376.1
"Дежнева, 7",ЭЭ,Здание,13.01.2020,495158.27
"Дежнева, 7",ЭЭ,Здание,04.02.2020,561786.3
"Дежнева, 7",ЭЭ,Здание,04.03.2020,436882.2
"Дежнева, 7",ЭЭ,Здание,06.04.2020,377568.0
"Дежнева, 7",ЭЭ,Здание,08.05.2020,321126.6
"Дежнева, 7",ЭЭ,Здание,02.06.2020,292558.2
"Дежнева, 7",ЭЭ,Здание,07.07.2020,328827.3
"Дежнева, 7",ЭЭ,Здание,10.08.2020,355672.8
"Дежнева, 7",ЭЭ,Здание,03.09.2020,359534.7
"Дежнева, 7",ЭЭ,Здание,02.10.2020,401209.2
"Дежнева, 7",ЭЭ,Здание,22.10.2020,-1838.21
"Дежнева, 7",ЭЭ,Здание,24.11.2020,405462.71
"Дежнева, 7",ЭЭ,Здание,03.12.2020,353537.1
Южная,ЭЭ,гараж,13.01.2020,4155.3
Южная,ЭЭ,гараж,04.02.2020,3756.3
Южная,ЭЭ,гараж,05.02.2020,91445.64
Южная,ЭЭ,гараж,04.03.2020,3249.0
Южная,ЭЭ,гараж,06.04.2020,2878.5
Южная,ЭЭ,гараж,08.05.2020,1350.9
Южная,ЭЭ,гараж,20.05.2020,-91445.64
Южная,ЭЭ,гараж,02.06.2020,1231.2
Южная,ЭЭ,гараж,07.07.2020,1510.5
Южная,ЭЭ,гараж,10.08.2020,2444.4
Южная,ЭЭ,гараж,03.09.2020,1858.5
Южная,ЭЭ,гараж,02.10.2020,2488.5
Южная,ЭЭ,гараж,24.11.2020,2671.2
Южная,ЭЭ,гараж,03.12.2020,2866.5
Горького 7,ЭЭ,Здание,13.01.2020,17538.9
Колхозная 32 Б,ЭЭ,склад,13.01.2020,3078.0
Колхозная 32 Б,ЭЭ,склад,04.02.2020,3357.3
Колхозная 32 Б,ЭЭ,склад,04.03.2020,2228.7
Колхозная 32 Б,ЭЭ,склад,06.04.2020,2217.3
Колхозная 32 Б,ЭЭ,склад,08.05.2020,1339.5
Колхозная 32 Б,ЭЭ,склад,02.06.2020,723.9
Колхозная 32 Б,ЭЭ,склад,07.07.2020,1083.0
Колхозная 32 Б,ЭЭ,склад,10.08.2020,900.9
Колхозная 32 Б,ЭЭ,склад,03.09.2020,1247.4
Колхозная 32 Б,ЭЭ,склад,02.10.2020,2501.1
Колхозная 32 Б,ЭЭ,склад,24.11.2020,3137.4
Колхозная 32 Б,ЭЭ,склад,03.12.2020,2822.4
п. Эгвекинот,ЭЭ,Здание,14.01.2020,20582.7
п. Эгвекинот,ЭЭ,Здание,10.02.2020,22668.9
п. Эгвекинот,ЭЭ,Здание,11.03.2020,19704.9
п. Эгвекинот,ЭЭ,Здание,15.04.2020,20776.5
п. Эгвекинот,ЭЭ,Здание,15.05.2020,23620.8
п. Эгвекинот,ЭЭ,Здание,05.06.2020,20132.4
п. Эгвекинот,ЭЭ,Здание,07.07.2020,27291.6
п. Эгвекинот,ЭЭ,Здание,06.08.2020,19845.0
п. Эгвекинот,ЭЭ,Здание,08.09.2020,26712.0
п. Эгвекинот,ЭЭ,Здание,12.10.2020,25332.3
п. Эгвекинот,ЭЭ,Здание,09.11.2020,24160.5
п. Эгвекинот,ЭЭ,Здание,08.12.2020,23650.2
Билибино,ЭЭ,Здание,13.01.2020,41553.0
Билибино,ЭЭ,Здание,05.02.2020,45742.5
Билибино,ЭЭ,Здание,02.03.2020,41895.0
Билибино,ЭЭ,Здание,07.04.2020,39501.0
Билибино,ЭЭ,Здание,12.05.2020,35824.5
Билибино,ЭЭ,Здание,03.06.2020,40270.5
Билибино,ЭЭ,Здание,07.07.2020,41040.0
Билибино,ЭЭ,Здание,03.08.2020,37894.5
Билибино,ЭЭ,Здание,02.09.2020,43375.5
Билибино,ЭЭ,Здание,01.10.2020,46305.0
Билибино,ЭЭ,Здание,03.11.2020,42147.0
Билибино,ЭЭ,Здание,04.12.2020,48100.5
"Горького, 7",ТПЭС,Здание,12.02.2020,14498.15
Дежнева 7,ТЭ,Здание,10.01.2020,530189.63
Дежнева 7,ТЭ,Здание,05.02.2020,310665.64
Дежнева 7,ТЭ,Здание,04.03.2020,342161.96
Дежнева 7,ТЭ,Здание,07.04.2020,278898.64
Дежнева 7,ТЭ,Здание,08.05.2020,223524.25
Дежнева 7,ТЭ,Здание,04.06.2020,153500.86
Дежнева 7,ТЭ,Здание,09.07.2020,66768.77
Дежнева 7,ТЭ,Здание,06.08.2020,3248.0
Дежнева 7,ТЭ,Здание,08.10.2020,213007.87
Дежнева 7,ТЭ,Здание,10.11.2020,329253.81
Дежнева 7,ТЭ,Здание,03.12.2020,418687.95
Колхозная 32 Б,ТЭ,Здание,10.01.2020,91175.99
Колхозная 32 Б,ТЭ,Здание,05.02.2020,118637.71
Колхозная 32 Б,ТЭ,Здание,04.03.2020,121918.72
Колхозная 32 Б,ТЭ,Здание,07.04.2020,106358.69
Колхозная 32 Б,ТЭ,Здание,08.05.2020,93247.88
Колхозная 32 Б,ТЭ,Здание,04.06.2020,71119.25
Колхозная 32 Б,ТЭ,Здание,09.07.2020,36863.45
Колхозная 32 Б,ТЭ,Здание,08.10.2020,27442.93
Колхозная 32 Б,ТЭ,Здание,10.11.2020,50634.43
Колхозная 32 Б,ТЭ,Здание,03.12.2020,73911.73
Южная,ТЭ,гараж,10.01.2020,67639.0
Южная,ТЭ,гараж,04.03.2020,99248.76
Южная,ТЭ,гараж,07.04.2020,84751.6
Южная,ТЭ,гараж,08.05.2020,68075.91
Южная,ТЭ,гараж,20.05.2020,91445.64
Южная,ТЭ,гараж,04.06.2020,54285.13
Южная,ТЭ,гараж,09.07.2020,21910.78
Южная,ТЭ,гараж,06.08.2020,6192.32
Южная,ТЭ,гараж,08.10.2020,16273.0
Южная,ТЭ,гараж,10.11.2020,34275.61
Южная,ТЭ,гараж,03.12.2020,57506.71
Билибино,ТЭ,Здание,13.01.2020,211554.55
Билибино,ТЭ,Здание,05.02.2020,216153.56
Билибино,ТЭ,Здание,06.03.2020,220752.58
Билибино,ТЭ,Здание,07.04.2020,170163.44
Билибино,ТЭ,Здание,08.05.2020,142569.37
Билибино,ТЭ,Здание,05.06.2020,68985.18
Билибино,ТЭ,Здание,04.09.2020,9761.16
Билибино,ТЭ,Здание,06.10.2020,73208.7
Билибино,ТЭ,Здание,06.11.2020,126895.08
Билибино,ТЭ,Здание,14.12.2020,156178.56
пгт.Эгвекинот,ТЭ,Здание,14.01.2020,90228.37
пгт.Эгвекинот,ТЭ,Здание,11.02.2020,117148.85
пгт.Эгвекинот,ТЭ,Здание,11.03.2020,122083.36
пгт.Эгвекинот,ТЭ,Здание,08.04.2020,110935.03
пгт.Эгвекинот,ТЭ,Здание,13.05.2020,100152.22
пгт.Эгвекинот,ТЭ,Здание,04.06.2020,84617.65
пгт.Эгвекинот,ТЭ,Здание,06.07.2020,40746.24
пгт.Эгвекинот,ТЭ,Здание,06.08.2020,15283.85
пгт.Эгвекинот,ТЭ,Здание,08.09.2020,44212.49
пгт.Эгвекинот,ТЭ,Здание,08.10.2020,55289.1
пгт.Эгвекинот,ТЭ,Здание,09.11.2020,68787.73
пгт.Эгвекинот,ТЭ,Здание,14.12.2020,85794.14
Дежнева 7,ВО,Здание,10.01.2020,1497.14
Дежнева 7,ВО,Здание,05.02.2020,1120.37
Дежнева 7,ВО,Здание,04.03.2020,1416.94
Дежнева 7,ВО,Здание,07.04.2020,1581.69
Дежнева 7,ВО,Здание,12.05.2020,1120.37
Дежнева 7,ВО,Здание,03.06.2020,659.04
Дежнева 7,ВО,Здание,06.07.2020,889.7
Дежнева 7,ВО,Здание,06.08.2020,1153.32
Дежнева 7,ВО,Здание,01.09.2020,1416.95
Дежнева 7,ВО,Здание,08.10.2020,1318.08
Дежнева 7,ВО,Здание,22.10.2020,-20.67
Дежнева 7,ВО,Здание,11.11.2020,1279.95
Дежнева 7,ВО,Здание,03.12.2020,1515.79
Южная,ВО,Здание,10.01.2020,33.32
Южная,ВО,Здание,05.02.2020,98.85
Южная,ВО,Здание,04.03.2020,32.95
Южная,ВО,Здание,07.04.2020,98.86
Южная,ВО,Здание,12.05.2020,65.9
Южная,ВО,Здание,03.06.2020,32.95
Южная,ВО,Здание,06.07.2020,98.86
Южная,ВО,Здание,06.08.2020,65.9
Южная,ВО,Здание,01.09.2020,32.95
Южная,ВО,Здание,08.10.2020,32.95
Южная,ВО,Здание,11.11.2020,65.9
Южная,ВО,Здание,03.12.2020,98.86
Билибино,ВО,Здание,13.01.2020,251.96
Билибино,ВО,Здание,05.02.2020,195.97
Билибино,ВО,Здание,06.03.2020,223.97
Билибино,ВО,Здание,07.04.2020,223.97
Билибино,ВО,Здание,08.05.2020,167.98
Билибино,ВО,Здание,05.06.2020,223.97
Билибино,ВО,Здание,08.07.2020,167.98
Билибино,ВО,Здание,06.08.2020,191.38
Билибино,ВО,Здание,03.09.2020,191.38
Билибино,ВО,Здание,06.10.2020,191.38
Билибино,ВО,Здание,06.11.2020,127.58
Билибино,ВО,Здание,03.12.2020,127.58
пгт. Эгвекинот,ВО,Здание,14.01.2020,1756.3
пгт. Эгвекинот,ВО,Здание,10.02.2020,3514.81
пгт. Эгвекинот,ВО,Здание,11.03.2020,2940.49
пгт. Эгвекинот,ВО,Здание,16.04.2020,2532.73
пгт. Эгвекинот,ВО,Здание,13.05.2020,2366.18
пгт. Эгвекинот,ВО,Здание,04.06.2020,3227.65
пгт. Эгвекинот,ВО,Здание,06.07.2020,2653.33
пгт. Эгвекинот,ВО,Здание,06.08.2020,1435.79
пгт. Эгвекинот,ВО,Здание,08.09.2020,3801.97
пгт. Эгвекинот,ВО,Здание,07.10.2020,2910.35
пгт. Эгвекинот,ВО,Здание,09.11.2020,3801.97
пгт. Эгвекинот,ВО,Здание,07.12.2020,3514.81
Южная,ГВС,Здание,05.02.2020,1227.75
Южная,ГВС,Здание,12.05.2020,613.87
Южная,ГВС,Здание,06.07.2020,613.87
Южная,ГВС,Здание,06.08.2020,634.22
Южная,ГВС,Здание,08.10.2020,634.23
Южная,ГВС,Здание,11.11.2020,634.22
Южная,ГВС,Здание,03.12.2020,634.21
Дежнева 7,ГВС,Здание,10.01.2020,616.26
Дежнева 7,ГВС,Здание,05.02.2020,613.87
Дежнева 7,ГВС,Здание,04.03.2020,613.87
Дежнева 7,ГВС,Здание,07.04.2020,3069.36
Дежнева 7,ГВС,Здание,12.05.2020,3683.23
Дежнева 7,ГВС,Здание,03.06.2020,1841.62
Дежнева 7,ГВС,Здание,06.07.2020,3069.36
Дежнева 7,ГВС,Здание,06.08.2020,3171.12
Дежнева 7,ГВС,Здание,01.09.2020,3805.34
Дежнева 7,ГВС,Здание,08.10.2020,3805.34
Дежнева 7,ГВС,Здание,11.11.2020,3805.34
Дежнева 7,ГВС,Здание,03.12.2020,4439.57
Билибино,ГВС,Здание,13.01.2020,782.21
Билибино,ГВС,Здание,07.02.2020,390.71
Билибино,ГВС,Здание,11.03.2020,390.71
Билибино,ГВС,Здание,07.04.2020,781.42
Билибино,ГВС,Здание,08.05.2020,390.71
Билибино,ГВС,Здание,08.06.2020,781.42
Билибино,ГВС,Здание,08.07.2020,390.71
Билибино,ГВС,Здание,06.08.2020,407.61
Билибино,ГВС,Здание,03.09.2020,407.61
Билибино,ГВС,Здание,06.10.2020,407.61
Билибино,ГВС,Здание,06.11.2020,407.61
Билибино,ГВС,Здание,03.12.2020,407.61
пгт.Эгвекинот,ГВС,Здание,14.01.2020,1762.42
пгт.Эгвекинот,ГВС,Здание,13.02.2020,1626.59
пгт.Эгвекинот,ГВС,Здание,12.03.2020,1205.42
пгт.Эгвекинот,ГВС,Здание,16.04.2020,2047.76
пгт.Эгвекинот,ГВС,Здание,13.05.2020,1626.59
пгт.Эгвекинот,ГВС,Здание,04.06.2020,1626.59
пгт.Эгвекинот,ГВС,Здание,06.07.2020,1626.59
пгт.Эгвекинот,ГВС,Здание,08.09.2020,1837.84
пгт.Эгвекинот,ГВС,Здание,07.10.2020,1753.33
пгт.Эгвекинот,ГВС,Здание,09.11.2020,1837.84
пгт.Эгвекинот,ГВС,Здание,07.12.2020,1837.84
Дежнева 7,ХВС,Здание,10.01.2020,5476.09
Дежнева 7,ХВС,Здание,05.02.2020,4119.19
Дежнева 7,ХВС,Здание,04.03.2020,5242.61
Дежнева 7,ХВС,Здание,07.04.2020,5367.43
Дежнева 7,ХВС,Здание,12.05.2020,3495.08
Дежнева 7,ХВС,Здание,03.06.2020,2122.01
Дежнева 7,ХВС,Здание,06.07.2020,2746.13
Дежнева 7,ХВС,Здание,06.08.2020,4306.32
Дежнева 7,ХВС,Здание,01.09.2020,5311.12
Дежнева 7,ХВС,Здание,08.10.2020,4880.5
Дежнева 7,ХВС,Здание,22.10.2020,-76.42
Дежнева 7,ХВС,Здание,11.11.2020,4705.82
Дежнева 7,ХВС,Здание,03.12.2020,5598.22
Южная,ХВС,гараж,10.01.2020,124.82
