Год сметы,Смета,Подразделение БР,Код вида расходов,Наименование вида расходов,Направление расходов,Конечный остаток,Дата проведения,Дата проведения (день),Дата проведения (месяц),Дата проведения (год)
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 -  ст.134.1100",1247.56,2019-07-09,9.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 -  ст.134.1100",1360.16,2019-08-08,8.0,8.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 -  ст.134.1100",2024.16,2019-09-02,2.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 -  ст.134.1100",1852.58,2019-10-02,2.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 -  ст.134.1100",1895.17,2019-11-06,6.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 -  ст.134.1100",1139.23,2019-12-05,5.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 -  ст.134.1100",1373.46,2019-12-27,27.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",1049.67,2019-01-10,10.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",862.38,2019-02-08,8.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",1025.39,2019-03-07,7.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",704.63,2019-04-08,8.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",857.12,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",520.58,2019-06-07,7.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",671.76,2019-07-09,9.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",732.39,2019-08-08,8.0,8.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",1089.94,2019-09-02,2.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",997.54,2019-10-02,2.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",1020.47,2019-11-06,6.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",613.43,2019-12-05,5.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка -  ст.134.1100",739.56,2019-12-27,27.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",29.54,2019-01-10,10.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",45.07,2019-02-08,8.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",30.04,2019-03-07,7.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",30.04,2019-04-08,8.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",15.02,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",30.04,2019-06-07,7.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",15.02,2019-07-09,9.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",32.76,2019-08-08,8.0,8.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",16.38,2019-09-02,2.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",32.76,2019-10-02,2.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",16.38,2019-11-06,6.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",32.76,2019-12-05,5.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",16.38,2019-12-27,27.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А -  ст.134.1100",311.22,2019-09-02,2.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А -  ст.134.1100",245.7,2019-10-02,2.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А -  ст.134.1100",245.7,2019-11-06,6.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А -  ст.134.1100",196.56,2019-12-05,5.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А -  ст.134.1100",-13.12,2019-12-24,24.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А -  ст.134.1100",245.7,2019-12-27,27.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Находка, Находкинский пр-т,13   -  ст.134.1100",144214.21,2019-01-14,14.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Находка, Находкинский пр-т,13   -  ст.134.1100",139042.48,2019-02-07,7.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Находка, Находкинский пр-т,13   -  ст.134.1100",110482.42,2019-03-14,14.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Находка, Находкинский пр-т,13   -  ст.134.1100",68393.88,2019-04-08,8.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Находка, Находкинский пр-т,13   -  ст.134.1100",48502.03,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Находка, Находкинский пр-т,13   -  ст.134.1100",2705.69,2019-06-05,5.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Находка, Находкинский пр-т,13   -  ст.134.1100",4687.86,2019-12-11,11.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Находка, Находкинский пр-т,13   -  ст.134.1100",59617.36,2019-12-11,11.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102( гараж на 10 а/м)   -  ст.134.1100",173348.0,2019-02-12,12.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102( гараж на 10 а/м)   -  ст.134.1100",125193.8,2019-03-14,14.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102( гараж на 10 а/м)   -  ст.134.1100",102606.84,2019-04-11,11.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102( гараж на 10 а/м)   -  ст.134.1100",80620.94,2019-05-21,21.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102( гараж на 10 а/м)   -  ст.134.1100",48068.84,2019-11-21,21.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102( гараж на 10 а/м)   -  ст.134.1100",110670.29,2019-12-12,12.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102(осн. здание)   -  ст.134.1100",280940.98,2019-02-12,12.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102(осн. здание)   -  ст.134.1100",203919.16,2019-03-14,14.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102(осн. здание)   -  ст.134.1100",155989.02,2019-04-11,11.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102(осн. здание)   -  ст.134.1100",110278.09,2019-05-21,21.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102(осн. здание)   -  ст.134.1100",77071.46,2019-11-21,21.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102(осн. здание)   -  ст.134.1100",155052.6,2019-12-12,12.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100",67756.53,2019-01-14,14.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100",79522.28,2019-02-07,7.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100",67271.51,2019-03-11,11.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100",38400.78,2019-04-05,5.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100",33705.9,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100",4112.82,2019-06-04,4.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100",417.83,2019-11-11,11.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100",55148.61,2019-12-03,3.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100",6815.03,2019-01-14,14.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100",62588.91,2019-02-08,8.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100",50895.92,2019-03-11,11.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100",44389.38,2019-04-08,8.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100",26246.68,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100",36466.5,2019-12-10,10.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100",-3250.94,2019-12-12,12.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100",-3848.29,2019-12-27,27.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",4002.58,2019-01-21,21.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",13514.67,2019-03-14,14.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",8758.12,2019-03-14,14.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",8517.28,2019-04-02,2.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",6226.06,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",4407.42,2019-06-20,20.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",1548.2,2019-07-12,12.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",113.88,2019-08-08,8.0,8.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",233.22,2019-09-11,11.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",233.22,2019-10-07,7.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",233.22,2019-11-06,6.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",349.82,2019-12-05,5.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100",3546.83,2019-12-24,24.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100",4958.35,2019-01-14,14.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100",24458.12,2019-02-08,8.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100",26428.16,2019-03-11,11.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100",20975.81,2019-04-08,8.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100",24316.91,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100",9806.93,2019-06-10,10.0,6.0,2019.0
