Год сметы,Смета,Подразделение БР,Код вида расходов,Наименование вида расходов,Направление расходов,Конечный остаток,Дата проведения,Дата проведения (день),Дата проведения (месяц),Дата проведения (год)
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",54069.36,2020-04-09,9.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",31230.24,2020-05-15,15.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",11230.54,2020-06-11,11.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",699.65,2020-07-13,13.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",665.7,2020-08-10,10.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",1331.39,2020-09-08,8.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",2078.67,2020-10-09,9.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",2195.44,2020-11-12,12.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71",21510.37,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",50428.38,2020-02-11,11.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",41485.77,2020-02-12,12.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",45649.78,2020-03-10,10.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",36645.29,2020-04-09,9.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",23249.34,2020-05-15,15.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",7159.74,2020-06-11,11.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",699.65,2020-07-13,13.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",691.92,2020-08-10,10.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",1383.83,2020-09-08,8.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка",21505.28,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",122989.23,2020-02-11,11.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",111995.88,2020-02-12,12.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",102573.7,2020-03-10,10.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",86643.62,2020-04-09,9.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",59579.33,2020-05-15,15.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",16306.03,2020-06-11,11.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",2549.75,2020-07-13,13.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",10087.18,2020-08-10,10.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",11148.37,2020-09-08,8.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",6903.39,2020-10-09,9.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",27241.39,2020-11-12,12.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73",79371.9,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",35986.46,2020-02-11,11.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",28402.26,2020-02-12,12.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",34621.89,2020-03-10,10.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",30776.41,2020-04-09,9.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",22688.36,2020-05-15,15.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",19859.33,2020-06-11,11.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",61.55,2020-07-13,13.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",209.53,2020-08-10,10.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",229.44,2020-09-08,8.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",140.49,2020-10-09,9.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",250.81,2020-11-12,12.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100",18350.28,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",23200.37,2020-02-11,11.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",22010.96,2020-02-12,12.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",20065.94,2020-03-10,10.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",17346.64,2020-04-09,9.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",12540.05,2020-05-15,15.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",4305.18,2020-06-11,11.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",2507.08,2020-07-13,13.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",3753.35,2020-08-10,10.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",2284.54,2020-09-08,8.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",3588.26,2020-10-09,9.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",6807.5,2020-11-12,12.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",-816.04,2020-12-07,7.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100",16020.92,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",183172.42,2020-02-11,11.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",166103.32,2020-02-12,12.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",169226.94,2020-03-10,10.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",129691.24,2020-04-09,9.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",90237.26,2020-05-15,15.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",51211.59,2020-06-11,11.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",12913.23,2020-07-13,13.0,7.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",19868.09,2020-08-10,10.0,8.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",18880.03,2020-09-08,8.0,9.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",21978.69,2020-10-09,9.0,10.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",25327.38,2020-11-12,12.0,11.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34",99427.26,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,111",18.83,2020-02-18,18.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,111",74743.52,2020-02-18,18.0,2.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,111",44331.05,2020-03-10,10.0,3.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,111",50262.96,2020-04-09,9.0,4.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,111",51920.52,2020-05-15,15.0,5.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,111",26283.49,2020-06-11,11.0,6.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам зд. ул.Светланская,111",30528.94,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам г. Дальнегорск, ул. пр-т 50 лет Октября,89",52336.84,2020-12-25,25.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Оплата за тепловую энергию по тарифам г. Дальнереченск, ул. Ленина,64",46103.35,2020-12-11,11.0,12.0,2020.0
2020,Хозяйственно-эксплуатационное направление ДГУ,Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","Оплата за водоотведение по тарифам зд. ул.Светланская,111",81.9,2020-03-05,5.0,3.0,2020.0
