Направление расходов,Наименование вида расходов,Год проведения,Месяц проведения,Конечный остаток
"М-Амурского,21",ХВС,2020,12,2430.58
"М-Амурского,21",ЭЭ,2020,1,106645.23
"М-Амурского,21",ЭЭ,2020,2,220925.58
"М-Амурского,21",ЭЭ,2020,3,198882.2
"М-Амурского,21",ЭЭ,2020,4,170905.49
"М-Амурского,21",ЭЭ,2020,5,190494.73
"М-Амурского,21",ЭЭ,2020,6,188463.07
"М-Амурского,21",ЭЭ,2020,7,184906.71
"М-Амурского,21",ЭЭ,2020,8,204552.81
"М-Амурского,21",ЭЭ,2020,9,248611.6
"М-Амурского,21",ЭЭ,2020,10,187301.98
"М-Амурского,21",ЭЭ,2020,11,174574.99
"М-Амурского,21",ЭЭ,2020,12,270269.76
"М-Амурского,42",ВО,2020,1,8378.18
"М-Амурского,42",ВО,2020,2,7955.32
"М-Амурского,42",ВО,2020,3,8679.12
"М-Амурского,42",ВО,2020,4,8067.17
"М-Амурского,42",ВО,2020,5,6226.83
"М-Амурского,42",ВО,2020,6,6233.76
"М-Амурского,42",ВО,2020,7,6794.8
"М-Амурского,42",ВО,2020,8,1333.34
"М-Амурского,42",ВО,2020,9,5663.45
"М-Амурского,42",ВО,2020,10,8027.79
"М-Амурского,42",ВО,2020,11,7851.3
"М-Амурского,42",ВО,2020,12,6679.55
"М-Амурского,42",ГВС,2020,1,6613.42
"М-Амурского,42",ГВС,2020,2,6544.53
"М-Амурского,42",ГВС,2020,3,6122.29
"М-Амурского,42",ГВС,2020,4,6544.53
"М-Амурского,42",ГВС,2020,5,6666.76
"М-Амурского,42",ГВС,2020,8,3510.78
"М-Амурского,42",ГВС,2020,9,6669.15
"М-Амурского,42",ГВС,2020,10,5746.16
"М-Амурского,42",ГВС,2020,11,6052.47
"М-Амурского,42",ГВС,2020,12,7311.110000000001
"М-Амурского,42",ТЭ,2020,1,598938.84
"М-Амурского,42",ТЭ,2020,2,584214.83
"М-Амурского,42",ТЭ,2020,3,489918.02
"М-Амурского,42",ТЭ,2020,4,361868.54
"М-Амурского,42",ТЭ,2020,5,247114.23
"М-Амурского,42",ТЭ,2020,8,13319.33
"М-Амурского,42",ТЭ,2020,9,25707.11
"М-Амурского,42",ТЭ,2020,10,21684.51
"М-Амурского,42",ТЭ,2020,11,27081.61
"М-Амурского,42",ТЭ,2020,12,196151.01
"М-Амурского,42",ХВС,2020,1,4435.43
"М-Амурского,42",ХВС,2020,2,3779.61
"М-Амурского,42",ХВС,2020,3,4673.71
"М-Амурского,42",ХВС,2020,4,4307.95
"М-Амурского,42",ХВС,2020,5,1326.18
"М-Амурского,42",ХВС,2020,6,1540.08
"М-Амурского,42",ХВС,2020,7,2438.46
"М-Амурского,42",ХВС,2020,8,1668.05
"М-Амурского,42",ХВС,2020,9,3292.2
"М-Амурского,42",ХВС,2020,10,3544.6
"М-Амурского,42",ХВС,2020,11,3323.81
"М-Амурского,42",ХВС,2020,12,2460.37
"М-Амурского,42",ЭЭ,2020,1,178451.94
"М-Амурского,42",ЭЭ,2020,2,238824.59
"М-Амурского,42",ЭЭ,2020,3,242288.69
"М-Амурского,42",ЭЭ,2020,4,215733.41
"М-Амурского,42",ЭЭ,2020,5,222728.21
"М-Амурского,42",ЭЭ,2020,6,220800.42
"М-Амурского,42",ЭЭ,2020,7,163865.56
"М-Амурского,42",ЭЭ,2020,8,241252.55
"М-Амурского,42",ЭЭ,2020,9,249818.79
"М-Амурского,42",ЭЭ,2020,10,254043.18
"М-Амурского,42",ЭЭ,2020,11,213125.21
"М-Амурского,42",ЭЭ,2020,12,326976.24000000005
"Мордовцева,6",ВО,2020,2,212.94
"Мордовцева,6",ВО,2020,3,180.18
"Мордовцева,6",ВО,2020,4,163.8
"Мордовцева,6",ВО,2020,5,163.8
"Мордовцева,6",ВО,2020,6,180.18
"Мордовцева,6",ВО,2020,7,98.28
"Мордовцева,6",ВО,2020,8,81.9
"Мордовцева,6",ВО,2020,9,107.06
"Мордовцева,6",ВО,2020,10,249.82
"Мордовцева,6",ВО,2020,11,124.91
"Мордовцева,6",ВО,2020,12,71.38
"Мордовцева,6",ТЭ,2020,2,5704.65
"Мордовцева,6",ТЭ,2020,3,6780.79
"Мордовцева,6",ТЭ,2020,4,7279.18
"Мордовцева,6",ТЭ,2020,5,6090.54
"Мордовцева,6",ТЭ,2020,6,4376.54
"Мордовцева,6",ТЭ,2020,7,266.88
"Мордовцева,6",ТЭ,2020,8,116.6
"Мордовцева,6",ТЭ,2020,9,121.39
"Мордовцева,6",ТЭ,2020,12,266.13
"Мордовцева,6",ХВС,2020,2,410.44
"Мордовцева,6",ХВС,2020,3,347.3
"Мордовцева,6",ХВС,2020,4,315.72
"Мордовцева,6",ХВС,2020,5,315.72
"Мордовцева,6",ХВС,2020,6,347.29
"Мордовцева,6",ХВС,2020,7,189.43
"Мордовцева,6",ХВС,2020,8,157.86
"Мордовцева,6",ХВС,2020,9,197.93
"Мордовцева,6",ХВС,2020,10,461.83
"Мордовцева,6",ХВС,2020,11,230.91
"Мордовцева,6",ХВС,2020,12,131.95
"Мордовцева,6",ЭЭ,2020,2,16606.07
"Мордовцева,6",ЭЭ,2020,3,16803.06
"Мордовцева,6",ЭЭ,2020,4,16141.8
"Мордовцева,6",ЭЭ,2020,5,15957.47
"Мордовцева,6",ЭЭ,2020,6,12240.29
"Мордовцева,6",ЭЭ,2020,7,14191.72
"Мордовцева,6",ЭЭ,2020,8,10526.29
"Мордовцева,6",ЭЭ,2020,9,12744.1
"Мордовцева,6",ЭЭ,2020,10,12781.64
"Мордовцева,6",ЭЭ,2020,11,12450.06
"Мордовцева,6",ЭЭ,2020,12,16909.76
"Муравьева-Амурского,21",ВО,2020,1,922.24
"Муравьева-Амурского,21",ВО,2020,2,635.96
"Муравьева-Амурского,21",ВО,2020,3,1465.03
"Муравьева-Амурского,21",ВО,2020,4,904.93
"Муравьева-Амурского,21",ВО,2020,8,477.07
"Муравьева-Амурского,21",ВО,2020,10,440.78
"Муравьева-Амурского,21",ВО,2020,11,815.25
"Муравьева-Амурского,21",ВО,2020,12,504.82
"Муравьева-Амурского,21",ТЭ,2020,1,39854.47
"Муравьева-Амурского,21",ТЭ,2020,2,37316.16
"Муравьева-Амурского,21",ТЭ,2020,3,35019.79
"Муравьева-Амурского,21",ТЭ,2020,4,30912.9
"Муравьева-Амурского,21",ТЭ,2020,5,16232.25
"Муравьева-Амурского,21",ТЭ,2020,11,18023.4
"Муравьева-Амурского,21",ТЭ,2020,12,40245.48
"Муравьева-Амурского,21",ХВС,2020,1,1139.22
"Муравьева-Амурского,21",ХВС,2020,2,785.58
"Муравьева-Амурского,21",ХВС,2020,3,1809.71
"Муравьева-Амурского,21",ХВС,2020,4,1117.84
"Муравьева-Амурского,21",ХВС,2020,8,596.83
"Муравьева-Амурского,21",ХВС,2020,10,551.42
"Муравьева-Амурского,21",ХВС,2020,11,1019.91
"Муравьева-Амурского,21",ХВС,2020,12,631.54
"Муравьева-Амурского,21",ЭЭ,2020,1,21843.0
"Муравьева-Амурского,21",ЭЭ,2020,2,48495.86
"Муравьева-Амурского,21",ЭЭ,2020,3,43657.07
"Муравьева-Амурского,21",ЭЭ,2020,4,37515.84
"Муравьева-Амурского,21",ЭЭ,2020,8,44901.83
"Муравьева-Амурского,21",ЭЭ,2020,10,41243.66
"Муравьева-Амурского,21",ЭЭ,2020,11,43736.09
"Муравьева-Амурского,21",ЭЭ,2020,12,59778.41
"Муравьева-Амурского,42",ВО,2020,1,349.09
"Муравьева-Амурского,42",ВО,2020,2,418.7
"Муравьева-Амурского,42",ВО,2020,3,456.8
"Муравьева-Амурского,42",ВО,2020,4,424.59
"Муравьева-Амурского,42",ВО,2020,8,70.18
"Муравьева-Амурского,42",ВО,2020,10,422.53
"Муравьева-Амурского,42",ВО,2020,11,413.74
"Муравьева-Амурского,42",ВО,2020,12,351.56
"Муравьева-Амурского,42",ГВС,2020,1,275.56
"Муравьева-Амурского,42",ГВС,2020,2,344.45
"Муравьева-Амурского,42",ГВС,2020,3,322.23
"Муравьева-Амурского,42",ГВС,2020,4,344.45
"Муравьева-Амурского,42",ГВС,2020,8,184.78
"Муравьева-Амурского,42",ГВС,2020,10,302.43
"Муравьева-Амурского,42",ГВС,2020,11,318.55
"Муравьева-Амурского,42",ГВС,2020,12,384.79999999999995
"Муравьева-Амурского,42",ТЭ,2020,1,24955.79
"Муравьева-Амурского,42",ТЭ,2020,2,30748.15
"Муравьева-Амурского,42",ТЭ,2020,3,25785.16
"Муравьева-Амурского,42",ТЭ,2020,4,19045.71
"Муравьева-Амурского,42",ТЭ,2020,5,13006.01
"Муравьева-Амурского,42",ТЭ,2020,8,701.02
"Муравьева-Амурского,42",ТЭ,2020,10,1141.29
"Муравьева-Амурского,42",ТЭ,2020,11,1425.35
"Муравьева-Амурского,42",ТЭ,2020,12,10323.74
"Муравьева-Амурского,42",ХВС,2020,1,184.81
"Муравьева-Амурского,42",ХВС,2020,2,198.93
"Муравьева-Амурского,42",ХВС,2020,3,245.99
"Муравьева-Амурского,42",ХВС,2020,4,226.73
"Муравьева-Амурского,42",ХВС,2020,8,87.79
"Муравьева-Амурского,42",ХВС,2020,10,186.56
"Муравьева-Амурского,42",ХВС,2020,11,175.58
"Муравьева-Амурского,42",ХВС,2020,12,129.49
"Муравьева-Амурского,42",ЭЭ,2020,1,7435.5
"Муравьева-Амурского,42",ЭЭ,2020,2,12569.72
"Муравьева-Амурского,42",ЭЭ,2020,3,12752.04
"Муравьева-Амурского,42",ЭЭ,2020,4,11354.39
"Муравьева-Амурского,42",ЭЭ,2020,8,12697.5
"Муравьева-Амурского,42",ЭЭ,2020,10,13370.69
"Муравьева-Амурского,42",ЭЭ,2020,11,16041.68
"Муравьева-Амурского,42",ЭЭ,2020,12,17282.38
"Некрасова,102",ВО,2020,1,1459.08
"Некрасова,102",ВО,2020,2,1232.11
"Некрасова,102",ВО,2020,3,1264.54
"Некрасова,102",ВО,2020,4,1199.69
"Некрасова,102",ВО,2020,5,1296.96
"Некрасова,102",ВО,2020,6,1686.0500000000002
"Некрасова,102",ВО,2020,7,1426.66
"Некрасова,102",ВО,2020,8,3140.64
"Некрасова,102",ВО,2020,9,1786.68
"Некрасова,102",ВО,2020,10,2297.1600000000003
"Некрасова,102",ВО,2020,11,2297.1600000000003
"Некрасова,102",ВО,2020,12,1735.62
"Некрасова,102",ТЭ,2020,1,149425.17
"Некрасова,102",ТЭ,2020,2,152924.86
"Некрасова,102",ТЭ,2020,3,128370.48
"Некрасова,102",ТЭ,2020,4,103364.6
"Некрасова,102",ТЭ,2020,5,103574.1
"Некрасова,102",ТЭ,2020,11,31157.34
"Некрасова,102",ТЭ,2020,12,114066.07
"Некрасова,102",ХВС,2020,1,1707.48
"Некрасова,102",ХВС,2020,2,1441.8700000000001
"Некрасова,102",ХВС,2020,3,1479.8200000000002
"Некрасова,102",ХВС,2020,4,1403.9299999999998
"Некрасова,102",ХВС,2020,5,1517.76
"Некрасова,102",ХВС,2020,6,1973.0900000000001
"Некрасова,102",ХВС,2020,7,1669.54
"Некрасова,102",ХВС,2020,8,1360.8
"Некрасова,102",ХВС,2020,9,1360.8
"Некрасова,102",ХВС,2020,10,1749.6000000000001
"Некрасова,102",ХВС,2020,11,1749.6000000000001
"Некрасова,102",ХВС,2020,12,972.0
"Некрасова,102",ЭЭ,2020,1,196939.62
"Некрасова,102",ЭЭ,2020,2,178245.85
"Некрасова,102",ЭЭ,2020,3,155077.32
"Некрасова,102",ЭЭ,2020,4,141485.94
"Некрасова,102",ЭЭ,2020,5,145988.86
"Некрасова,102",ЭЭ,2020,6,117749.23
"Некрасова,102",ЭЭ,2020,7,137347.86
"Некрасова,102",ЭЭ,2020,8,144934.68
"Некрасова,102",ЭЭ,2020,9,144018.3
"Некрасова,102",ЭЭ,2020,10,127812.79
"Некрасова,102",ЭЭ,2020,11,134868.17
"Некрасова,102",ЭЭ,2020,12,158683.27
"Океанскийпр-т,34",ВО,2020,1,13464.359999999999
"Океанскийпр-т,34",ВО,2020,3,17387.25
"Океанскийпр-т,34",ВО,2020,4,15638.7
"Океанскийпр-т,34",ВО,2020,5,8310.85
"Океанскийпр-т,34",ВО,2020,6,7371.0
"Океанскийпр-т,34",ВО,2020,7,9991.8
"Океанскийпр-т,34",ВО,2020,8,1815.76
"Океанскийпр-т,34",ВО,2020,9,1516.74
"Океанскийпр-т,34",ВО,2020,10,3837.6600000000003
"Океанскийпр-т,34",ВО,2020,11,2944.92
"Океанскийпр-т,34",ВО,2020,12,2409.48
"Океанскийпр-т,34",ТЭ,2020,2,349275.74
"Океанскийпр-т,34",ТЭ,2020,3,169226.94
"Океанскийпр-т,34",ТЭ,2020,4,129691.24
"Океанскийпр-т,34",ТЭ,2020,5,90237.26
"Океанскийпр-т,34",ТЭ,2020,6,51211.59
"Океанскийпр-т,34",ТЭ,2020,7,12913.23
"Океанскийпр-т,34",ТЭ,2020,8,19868.09
"Океанскийпр-т,34",ТЭ,2020,9,18880.03
"Океанскийпр-т,34",ТЭ,2020,10,21978.69
"Океанскийпр-т,34",ТЭ,2020,11,25327.38
"Океанскийпр-т,34",ТЭ,2020,12,99427.26
"Океанскийпр-т,34",ХВС,2020,1,4325.36
"Океанскийпр-т,34",ХВС,2020,3,5777.68
"Океанскийпр-т,34",ХВС,2020,4,5525.1
"Океанскийпр-т,34",ХВС,2020,5,2936.2
"Океанскийпр-т,34",ХВС,2020,6,2841.48
"Океанскийпр-т,34",ХВС,2020,7,3283.52
"Океанскийпр-т,34",ХВС,2020,8,3376.31
"Океанскийпр-т,34",ХВС,2020,9,2803.98
"Океанскийпр-т,34",ХВС,2020,10,3793.62
"Океанскийпр-т,34",ХВС,2020,11,3562.7
"Океанскийпр-т,34",ХВС,2020,12,2968.92
"Океанскийпр-т,34",ЭЭ,2020,1,352857.47
"Океанскийпр-т,34",ЭЭ,2020,2,329098.15
"Океанскийпр-т,34",ЭЭ,2020,3,348439.84
"Океанскийпр-т,34",ЭЭ,2020,4,334632.85
"Океанскийпр-т,34",ЭЭ,2020,5,289494.81
"Океанскийпр-т,34",ЭЭ,2020,6,293577.73
"Океанскийпр-т,34",ЭЭ,2020,7,240249.43
"Океанскийпр-т,34",ЭЭ,2020,8,391970.38
"Океанскийпр-т,34",ЭЭ,2020,9,445679.09
"Океанскийпр-т,34",ЭЭ,2020,10,330673.27999999997
"Океанскийпр-т,34",ЭЭ,2020,11,328231.66
"Океанскийпр-т,34",ЭЭ,2020,12,348604.69
"Партизанская,11",ТЭ,2020,1,269811.32
"Партизанская,11",ТЭ,2020,2,232908.0
"Партизанская,11",ТЭ,2020,3,262392.0
"Партизанская,11",ТЭ,2020,4,188916.0
"Партизанская,11",ТЭ,2020,5,156000.0
"Партизанская,11",ТЭ,2020,6,125112.0
"Партизанская,11",ТЭ,2020,7,58344.0
"Партизанская,11",ТЭ,2020,10,64488.67
"Партизанская,11",ТЭ,2020,11,103276.48
"Партизанская,11",ТЭ,2020,12,62754.25
"Партизанская,11",ХВС,2020,2,8.84
"Партизанская,11",ХВС,2020,3,21.05
"Партизанская,11",ХВС,2020,4,35.15
"Партизанская,11",ХВС,2020,5,11.58
"Партизанская,11",ХВС,2020,6,8.0
"Партизанская,11",ХВС,2020,7,25.47
"Партизанская,11",ХВС,2020,9,1.29
"Партизанская,11",ХВС,2020,10,4.08
"Партизанская,11",ХВС,2020,12,4.73
"Партизанская,11",ЭЭ,2020,1,5221.2
"Партизанская,11",ЭЭ,2020,2,5928.0
"Партизанская,11",ЭЭ,2020,3,4936.2
"Партизанская,11",ЭЭ,2020,4,4993.2
"Партизанская,11",ЭЭ,2020,5,5101.5
"Партизанская,11",ЭЭ,2020,6,3830.4
"Партизанская,11",ЭЭ,2020,7,3060.9
"Партизанская,11",ЭЭ,2020,8,4554.0
"Партизанская,11",ЭЭ,2020,9,4752.72
"Партизанская,11",ЭЭ,2020,10,5324.04
"Партизанская,11",ЭЭ,2020,11,5456.52
"Партизанская,11",ЭЭ,2020,12,766.73
"Поротова,14",ВО,2020,1,164.77
"Поротова,14",ВО,2020,2,134.68
"Поротова,14",ВО,2020,3,140.41
"Поротова,14",ВО,2020,6,1602.74
"Поротова,14",ВО,2020,7,786.47
"Поротова,14",ВО,2020,12,794.71
"Поротова,14",ТЭ,2020,2,199363.49
"Поротова,14",ТЭ,2020,3,161421.78
"Поротова,14",ТЭ,2020,5,161421.78
"Поротова,14",ТЭ,2020,6,147435.28
"Поротова,14",ХВС,2020,1,116.77
"Поротова,14",ХВС,2020,2,95.45
"Поротова,14",ХВС,2020,3,99.51
"Поротова,14",ХВС,2020,6,1135.88
"Поротова,14",ХВС,2020,7,557.38
"Поротова,14",ХВС,2020,12,558.89
"Поротова,14",ЭЭ,2020,1,8658.3
"Поротова,14",ЭЭ,2020,2,10032.0
"Поротова,14",ЭЭ,2020,3,8458.8
"Поротова,14",ЭЭ,2020,4,8555.7
"Поротова,14",ЭЭ,2020,5,8196.6
"Поротова,14",ЭЭ,2020,6,6116.1
"Поротова,14",ЭЭ,2020,7,5460.6
"Поротова,14",ЭЭ,2020,8,5490.5
"Профсоюзная,,д.12",ЭЭ,2020,1,90689.75
"Профсоюзная,,д.12",ЭЭ,2020,2,86587.3
"Профсоюзная,,д.12",ЭЭ,2020,3,82360.91
"Профсоюзная,,д.12",ЭЭ,2020,4,90725.86
"Профсоюзная,,д.12",ЭЭ,2020,5,81329.0
"Профсоюзная,,д.12",ЭЭ,2020,6,79602.65
"Профсоюзная,,д.12",ЭЭ,2020,7,65207.06
"Профсоюзная,,д.12",ЭЭ,2020,8,93865.6
"Профсоюзная,,д.12",ЭЭ,2020,9,75820.61
"Профсоюзная,,д.12",ЭЭ,2020,10,78606.2
"Профсоюзная,,д.12",ЭЭ,2020,11,81416.42
"Профсоюзная,,д.12",ЭЭ,2020,12,86964.19
"Профсоюзная,12",ВО,2020,2,569.38
"Профсоюзная,12",ВО,2020,3,569.38
"Профсоюзная,12",ВО,2020,4,569.38
"Профсоюзная,12",ВО,2020,5,569.38
"Профсоюзная,12",ВО,2020,6,569.38
"Профсоюзная,12",ВО,2020,7,569.38
"Профсоюзная,12",ВО,2020,8,569.38
"Профсоюзная,12",ВО,2020,9,569.38
"Профсоюзная,12",ВО,2020,10,569.38
"Профсоюзная,12",ВО,2020,11,569.38
"Профсоюзная,12",ВО,2020,12,569.38
"Профсоюзная,12",ГВС,2020,1,665.53
"Профсоюзная,12",ГВС,2020,2,665.53
"Профсоюзная,12",ГВС,2020,3,665.53
"Профсоюзная,12",ГВС,2020,4,665.53
"Профсоюзная,12",ГВС,2020,5,665.53
"Профсоюзная,12",ГВС,2020,6,665.53
"Профсоюзная,12",ГВС,2020,7,665.53
"Профсоюзная,12",ГВС,2020,8,871.49
"Профсоюзная,12",ГВС,2020,9,871.49
"Профсоюзная,12",ГВС,2020,10,871.49
"Профсоюзная,12",ГВС,2020,11,871.49
"Профсоюзная,12",ГВС,2020,12,871.49
"Профсоюзная,12",ТЭ,2020,1,235501.64
"Профсоюзная,12",ТЭ,2020,2,242831.41
"Профсоюзная,12",ТЭ,2020,3,200654.35
"Профсоюзная,12",ТЭ,2020,4,167098.61
"Профсоюзная,12",ТЭ,2020,5,103077.56
"Профсоюзная,12",ТЭ,2020,6,40348.05
"Профсоюзная,12",ТЭ,2020,10,28980.33
"Профсоюзная,12",ТЭ,2020,11,121310.63
"Профсоюзная,12",ТЭ,2020,12,195663.24
"Профсоюзная,12",ХВС,2020,2,342.36
"Профсоюзная,12",ХВС,2020,3,342.36
"Профсоюзная,12",ХВС,2020,4,342.36
"Профсоюзная,12",ХВС,2020,5,342.18
"Профсоюзная,12",ХВС,2020,6,342.18
"Профсоюзная,12",ХВС,2020,7,342.18
"Профсоюзная,12",ХВС,2020,8,342.18
"Профсоюзная,12",ХВС,2020,9,342.18
"Профсоюзная,12",ХВС,2020,10,342.18
"Профсоюзная,12",ХВС,2020,11,342.18
"Профсоюзная,12",ХВС,2020,12,342.18
"Пушкина,4",ВО,2020,1,2688.58
"Пушкина,4",ВО,2020,2,3772.03
"Пушкина,4",ВО,2020,3,3210.24
"Пушкина,4",ВО,2020,5,3170.1099999999997
"Пушкина,4",ВО,2020,6,1605.12
"Пушкина,4",ВО,2020,7,2061.0
"Пушкина,4",ВО,2020,8,2428.94
"Пушкина,4",ВО,2020,9,-53.78
"Пушкина,4",ВО,2020,10,3998.6400000000003
"Пушкина,4",ВО,2020,11,1883.22
"Пушкина,4",ВО,2020,12,2178.6000000000004
"Пушкина,4",ГВС,2020,1,4549.78
"Пушкина,4",ГВС,2020,2,3772.06
"Пушкина,4",ГВС,2020,3,5453.54
"Пушкина,4",ГВС,2020,4,6726.97
"Пушкина,4",ГВС,2020,5,2102.33
"Пушкина,4",ГВС,2020,6,2915.33
"Пушкина,4",ГВС,2020,7,2534.75
"Пушкина,4",ГВС,2020,8,360.14
"Пушкина,4",ГВС,2020,9,986.96
"Пушкина,4",ГВС,2020,10,3228.27
"Пушкина,4",ГВС,2020,11,2379.5
"Пушкина,4",ГВС,2020,12,3253.91
"Пушкина,4",ТЭ,2020,1,623753.99
"Пушкина,4",ТЭ,2020,2,372003.78
"Пушкина,4",ТЭ,2020,3,511726.3
"Пушкина,4",ТЭ,2020,4,437592.23
"Пушкина,4",ТЭ,2020,5,208652.77
"Пушкина,4",ТЭ,2020,6,198503.85
"Пушкина,4",ТЭ,2020,7,36833.53
"Пушкина,4",ТЭ,2020,10,92802.04
"Пушкина,4",ТЭ,2020,11,154834.57
"Пушкина,4",ТЭ,2020,12,367236.64
"Пушкина,4",ХВС,2020,1,1271.59
"Пушкина,4",ХВС,2020,2,1775.84
"Пушкина,4",ХВС,2020,3,1468.91
"Пушкина,4",ХВС,2020,5,1403.14
"Пушкина,4",ХВС,2020,6,723.49
"Пушкина,4",ХВС,2020,7,949.56
"Пушкина,4",ХВС,2020,8,1149.2
"Пушкина,4",ХВС,2020,9,-29.18
"Пушкина,4",ХВС,2020,10,1845.3899999999999
"Пушкина,4",ХВС,2020,11,836.54
"Пушкина,4",ХВС,2020,12,996.8
"Пушкина,4",ЭЭ,2020,1,555216.0800000001
"Пушкина,4",ЭЭ,2020,2,301454.44
"Пушкина,4",ЭЭ,2020,4,499920.08
"Пушкина,4",ЭЭ,2020,6,496464.07999999996
"Пушкина,4",ЭЭ,2020,7,260911.98
"Пушкина,4",ЭЭ,2020,8,-582.27
"Пушкина,4",ЭЭ,2020,10,824387.36
"Пушкина,4",ЭЭ,2020,11,-267.61
"Пушкина,4",ЭЭ,2020,12,575113.5
"Пушкина,59",ВО,2020,1,16.39
"Пушкина,59",ВО,2020,3,32.78
"Пушкина,59",ВО,2020,4,16.39
"Пушкина,59",ВО,2020,7,32.78
"Пушкина,59",ВО,2020,8,66.08
"Пушкина,59",ВО,2020,9,66.24
"Пушкина,59",ВО,2020,11,33.12
"Пушкина,59",ВО,2020,12,99.36
"Пушкина,59",ТЭ,2020,1,75831.24
"Пушкина,59",ТЭ,2020,2,75163.72
"Пушкина,59",ТЭ,2020,3,76157.34
"Пушкина,59",ТЭ,2020,4,43535.97
"Пушкина,59",ТЭ,2020,5,32799.73
"Пушкина,59",ТЭ,2020,6,7607.58
"Пушкина,59",ТЭ,2020,11,3826.04
"Пушкина,59",ТЭ,2020,12,39919.14
"Пушкина,59",ХВС,2020,1,31.74
"Пушкина,59",ХВС,2020,3,63.48
"Пушкина,59",ХВС,2020,4,31.74
"Пушкина,59",ХВС,2020,7,63.48
"Пушкина,59",ХВС,2020,8,31.79
"Пушкина,59",ХВС,2020,9,129.7
"Пушкина,59",ХВС,2020,11,64.85
"Пушкина,59",ХВС,2020,12,194.54
"Пушкина,59",ЭЭ,2020,1,14947.02
"Пушкина,59",ЭЭ,2020,2,14127.46
"Пушкина,59",ЭЭ,2020,3,13606.31
"Пушкина,59",ЭЭ,2020,4,15313.4
"Пушкина,59",ЭЭ,2020,5,10869.68
"Пушкина,59",ЭЭ,2020,6,14978.94
"Пушкина,59",ЭЭ,2020,7,18205.31
"Пушкина,59",ЭЭ,2020,8,14225.57
"Пушкина,59",ЭЭ,2020,9,17461.21
"Пушкина,59",ЭЭ,2020,10,13697.05
"Пушкина,59",ЭЭ,2020,11,12762.43
"Пушкина,59",ЭЭ,2020,12,5736.28
"Пушкина,6",ТЭ,2020,1,26879.29
"Пушкина,6",ТЭ,2020,2,15802.79
"Пушкина,6",ТЭ,2020,3,16460.84
"Пушкина,6",ТЭ,2020,4,17465.05
"Пушкина,6",ТЭ,2020,5,5572.63
"Пушкина,6",ТЭ,2020,7,8515.27
"Пушкина,6",ТЭ,2020,10,3620.41
"Пушкина,6",ТЭ,2020,11,4364.04
"Пушкина,6",ТЭ,2020,12,8037.91
"Пушкинская,8Б",ЭЭ,2020,1,163.46
"Пушкинская,8Б",ЭЭ,2020,2,140.78
"Пушкинская,8Б",ЭЭ,2020,3,141.98
"Пушкинская,8Б",ЭЭ,2020,4,140.27
"Пушкинская,8Б",ЭЭ,2020,5,134.5
"Пушкинская,8Б",ЭЭ,2020,6,136.34
"Пушкинская,8Б",ЭЭ,2020,7,121.98
"Пушкинская,8Б",ЭЭ,2020,8,147.35
"Пушкинская,8Б",ЭЭ,2020,9,133.6
"Пушкинская,8Б",ЭЭ,2020,10,13.18
"Пушкинская,8Б",ЭЭ,2020,11,13.18
"Пушкинская,8Б",ЭЭ,2020,12,278.99
"Пушкинская,8б",ТЭ,2020,2,56090.88
"Пушкинская,8б",ТЭ,2020,3,24865.53
"Пушкинская,8б",ТЭ,2020,4,23948.99
"Пушкинская,8б",ТЭ,2020,5,8738.609999999999
"Пушкинская,8б",ТЭ,2020,6,5401.29
"Пушкинская,8б",ТЭ,2020,10,6365.64
"Пушкинская,8б",ТЭ,2020,11,116.53
"Пушкинская,8б",ТЭ,2020,12,8130.63
"Светланская,111",ВО,2020,3,81.9
"Светланская,111",ВО,2020,4,131.04
"Светланская,111",ВО,2020,5,81.9
"Светланская,111",ВО,2020,6,65.52
"Светланская,111",ВО,2020,7,343.98
"Светланская,111",ВО,2020,8,246.8
"Светланская,111",ВО,2020,9,481.89
"Светланская,111",ВО,2020,10,1151.19
"Светланская,111",ВО,2020,11,1070.88
"Светланская,111",ВО,2020,12,1070.88
"Светланская,111",ТЭ,2020,2,74762.35
"Светланская,111",ТЭ,2020,3,44331.05
"Светланская,111",ТЭ,2020,4,50262.96
"Светланская,111",ТЭ,2020,5,51920.52
"Светланская,111",ТЭ,2020,6,26283.49
"Светланская,111",ТЭ,2020,12,30528.94
"Светланская,111",ХВС,2020,3,157.86
"Светланская,111",ХВС,2020,4,252.58
"Светланская,111",ХВС,2020,5,157.86
"Светланская,111",ХВС,2020,6,126.29
"Светланская,111",ХВС,2020,7,157.89
"Светланская,111",ХВС,2020,8,458.92
"Светланская,111",ХВС,2020,9,593.78
"Светланская,111",ХВС,2020,10,1418.48
"Светланская,111",ХВС,2020,11,1286.53
"Светланская,111",ХВС,2020,12,1319.52
"Светланская,111",ЭЭ,2020,3,15818.5
"Светланская,111",ЭЭ,2020,4,14899.79
"Светланская,111",ЭЭ,2020,5,11006.82
"Светланская,111",ЭЭ,2020,6,11612.71
"Светланская,111",ЭЭ,2020,7,14438.75
"Светланская,111",ЭЭ,2020,8,18499.34
"Светланская,111",ЭЭ,2020,9,36315.88
"Светланская,111",ЭЭ,2020,10,35009.11
"Светланская,111",ЭЭ,2020,11,39050.43
"Светланская,111",ЭЭ,2020,12,41831.3
"Светланская,69",ВО,2020,1,933.66
"Светланская,69",ВО,2020,2,1261.26
"Светланская,69",ВО,2020,4,1850.94
"Светланская,69",ВО,2020,5,360.36
"Светланская,69",ВО,2020,6,311.22
